uuid,申請年度,項次,業者名稱,電廠名稱,施工取得日期,土地面積,裝置容量,縣市,鄉鎮區,地段,地號
c3d12722-238a-4e5e-a50b-145d8cc38aa3,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,591-15
ebb0689e-2108-4b52-9d21-cac8613a3bd1,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,626-4
bccf6434-48c7-4cb2-adac-d3f672455cae,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,630-2
d3a6f3f5-fee3-4ad4-b419-d50c0f162a61,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,645
7608be1c-40df-44ab-80e9-9748859fe6e4,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,645-4
6eae59a0-53ac-44c1-a8c2-eaba24482d90,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,645-1
31662b84-1d00-4fd2-839c-160005519fe0,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,647-3
9c756210-e7af-401f-b95b-b2d51455fa5f,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,647-4
8931cfdf-7c2d-4e13-b083-ce5d561990e9,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,682
7e68c0b9-397d-4d3c-9534-ae7f6ea85529,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,624-8
a5062734-cff6-4cbe-af15-b79232b5b416,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,628
82fba05a-1189-4784-b776-a97406bde903,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,628-3
90fc37ea-0bdb-487e-9336-c86d837d05f2,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,628-4
3867cd7f-7774-4165-9a71-d3214e738646,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,629
648289d9-2e23-47e9-8f3b-81ee9b982d69,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,629-1
007d482b-7bae-47c8-a96f-e230e3a65c6e,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,629-2
a7cda59e-efbe-41a4-8916-0c9821aba255,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,630-8
bb1e5d63-85ee-4bf0-90b8-334101662af5,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,631
31961155-499c-428a-ac0b-521205ac5a9a,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,631-1
e8bb443d-b1d8-4625-9ddb-03e7bc80662b,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,631-2
0f5fa8de-229e-4071-9555-4c84c9887039,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,631-3
cfcd4c6f-9be2-4e9f-9482-ba3cd06c650b,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,631-4
2cefccc6-bf4f-43b2-ba4c-b1fc43a6eaa7,108,4,永宙太陽能電力股份有限公司,永宙口湖太陽能發電所一期太陽光電系統發電計畫,108/05/22,78555.75,9553.2,雲林縣,口湖鄉,口湖段,644
e0e73c8f-cae1-4d76-949c-35857a5c2d3c,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-21
66c2baae-25ae-4806-a5bf-8f1a817f0911,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-22
9caa9f4a-f93f-464f-9010-3cb0b201c5f9,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-23
ee1c9f34-a024-4073-9a90-02b20461ec7d,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-43
6c7a6cb6-a074-4b58-a843-31fb7c2fe9cd,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-44
954e2edb-eb2d-4048-9901-53c35752bedb,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-45
ecb1bbdf-02b0-4a07-af0a-191b260e2068,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-46
657211ef-ec84-4d93-afa7-5af34ebc40ee,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-89
5a5736c4-6dc4-42a8-acf9-3421ba4f1ecd,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-91
a0565564-960a-4fcb-af16-69c6ce2fceda,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-92
05129f13-025a-4169-9e89-8fbd05693cf9,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-93
34bb3168-d149-4274-8d55-586918b03f0c,108,5,台灣電力股份有限公司,太陽光電(PV)第二期計畫南投大彎太陽光電新建工程,108/06/12,15983,999.6,南投縣,水里鄉,社子段,1-198
3f450fe6-729e-4175-908b-93b1f7fb7383,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,19
3a766ba0-a40b-4282-86df-6dd7ab9b977e,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,20
f9275a93-653f-48b7-a8a8-8f448d3970c5,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,21
301cd9c1-8e85-4a30-a000-f280f7bb5e42,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,22
0bed1b48-26cb-40a6-bd18-638aaa5c9255,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,23
26fc117d-f4db-4945-9396-fd3fc6b5fb1b,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,24
8c0ebbe1-ffaf-4ca8-ad72-0913fd524586,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,33
731e356a-35c1-46b4-922b-e672bd1edeeb,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,34
40faa86e-e367-479e-ac5d-e1b4173c7dc0,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,35
f24cf99e-9ee7-455c-9acf-04aab561e6e0,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,36
0f6312eb-b7c0-4786-8673-3c0cc835e10a,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,39
d09c2177-da16-47a8-8ecc-3f3c45d86612,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,40
d3349f35-c320-4183-b17b-04ece5b78ce2,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,41
1be21c3c-fe5a-42e5-b2da-fed187e4e89d,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,42
da8e6642-d9c9-4d06-9f0b-03f7716b928d,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,43
3775b061-b261-406e-90df-9f6312a63143,108,6,華洋電業開發股份有限公司,華洋電業屋頂型第一期_力麗企業廠房屋頂太陽光電發電廠,108/04/08,77926,2499,彰化縣,芳苑鄉,裕津段,44
dd6aaf05-5f65-4dbf-9624-786cb756c241,108,7,東徽電力股份有限公司,東徽電力嘉義大埔美屋頂型太陽光電發電廠,108/10/16,141919.67,6500.16,嘉義縣,大林鎮,大功一段,67
bd522132-7a8b-4ca2-9327-c970a673fe27,108,8,兆洋股份有限公司,兆洋台船太陽能發電廠,108/05/31,927749,15730.95,高雄市,小港區,大人宮段一小段,806
e4744b87-e7b5-43db-b13a-9f8084cec264,108,8,兆洋股份有限公司,兆洋台船太陽能發電廠,108/05/31,927749,15730.95,高雄市,小港區,大人宮段二小段,1041
0a9287b4-3dad-4b7f-b0b6-63a18760161d,108,8,兆洋股份有限公司,兆洋台船太陽能發電廠,108/05/31,927749,15730.95,高雄市,小港區,大人宮段二小段,1042
276707a2-e078-4652-86b9-7fa140d15e4e,108,8,兆洋股份有限公司,兆洋台船太陽能發電廠,108/05/31,927749,15730.95,高雄市,小港區,大人宮段二小段,1043
851dce5a-7bae-48a5-ad69-486fb0f83fc1,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,8-1
76fc6e64-2fa3-4d78-8cda-4440cad72d26,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,9
8cc95023-d803-4702-bbf3-a79856825e9f,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,11
22c0963a-c050-4a5e-99ec-ee38fbd6b30b,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,19-1
ff11160c-fdb2-4563-9dd5-ac67dd380675,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,35-1
8e938cbe-2161-4e70-8e96-0f5c6becdee9,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,36-1
f8fba7df-7f84-4553-b730-dc35e1b96042,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,37-1
44cf0d67-05b4-470e-84a9-f8a27f284a82,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,39-1
b8346a5a-b381-4abe-9df0-02582008341d,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,40-1
1a5f4bf2-db60-442d-909a-acbf45b573a7,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,42-1
da29d95c-5977-4d57-b797-6dd37cc6f5ae,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,43-1
62b25ea4-6815-4961-8437-9366132e1915,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,44-1
ae340a84-a354-4720-a91c-a1c39c7b3785,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,48
f1cef879-6fc1-4f97-852b-ced8411293a2,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,49
8cead6b7-fc0f-4c5e-9ee6-52e374ba1aab,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,50
337d9155-97f3-4874-8ad5-206b73136054,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,51-1
291e75cf-8fc6-4797-98e9-3ccce15b4318,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,54-1
24c0231b-5323-4c78-94c1-3ff0389bb4b3,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,56
4feb9f59-6fe2-4c69-bb2f-8835dc96359a,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,57-1
376cf206-fd46-47cc-b22e-e9c6738d1e4d,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,58
816466d6-b061-49a6-be69-415c8ee39c94,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,60
d3ebbd33-d4bd-4836-a737-00093f549cbf,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,61
bfb2efe3-dcba-4b2a-b5de-734ec101fc12,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,62-1
9cf7e924-0c2f-43fb-bc07-1143d70734f4,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,63-1
8953f0f2-029b-487c-80fd-5cece6286484,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,64
f398d10f-54f4-4f89-903b-c10eb1dfa1fb,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,66
68871cb9-cae7-4272-9759-66b15155a3f1,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,68
74a953a5-73ab-4a37-9d7c-87cd729455c0,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,新南段,71
3537036f-66b2-43c4-b9ad-ebc40c8a9a78,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,118-1
781585e0-a90f-4ced-bed8-fbb5c5eb7b59,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,119-1
5586ab1e-ba2d-4732-95fb-6ae38b2935b5,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,189-1
787fc9e9-5118-476d-84eb-958458011310,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,190-1
b7c6ecd9-c713-432f-8d17-de2fa5e2360f,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,193-1
7d93f9b5-d0d2-45a3-9bfb-295a7f5e4eff,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,194-1
06a1f821-a318-415f-a317-efebd2af4598,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,199
625a8d18-f57c-4242-bdba-75ed722df724,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,200
04136b5a-ea2f-4838-9cbc-97a68a08bf16,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,201
30c43e80-a564-4499-8493-232889b928e3,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,202
32d20453-bf79-4be5-950e-cda091be7b9f,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,203
f7e5c59c-be40-4089-8b7c-c6a7eefb2000,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,204
9972b33a-e941-406a-8145-c38b20c59dd4,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,205
82bf6241-b1c3-4031-9f49-f1cc7c83396a,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,207
a2fa2220-83e9-4af3-a07e-855d1e7991f2,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,208
d7046c24-8307-4a35-bc16-812f0c05835f,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,209
ffa7d04f-c9b6-4c0e-b65c-373e1e4d7612,108,9,光合能源股份有限公司,新塭南、北側滯洪池水域型太陽光電發電業,108/05/31,620081.46,35513.28,嘉義縣,布袋鎮,嘉塭段,210
7878161d-7a2b-4b5a-88ce-4262c2c68fc5,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,778
b7134841-e66a-4eeb-9d48-7dc80bd25e40,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,779
b3b9f5da-8d38-4033-9a3f-2654429c3214,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,785
ce845125-830c-4e9c-b413-a0bb6eac0ccc,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,786
61f2eb8d-b8f7-45f9-b295-894924a64a93,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,787
baca9405-394b-4f7a-9fcd-8d7f0771dc0b,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,790
f562e899-d204-4bf3-8185-745fb683ca53,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,791
18cf0c05-0d2d-4aca-af4a-718c0ffa9c79,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,792
8b6bf633-0406-4e09-a29b-136f433086dd,108,10,首美電一股份有限公司,首美大東太陽光電發電系統工程,108/06/20,56811.3,1064.45,桃園市,中壢區,廣青段,793
