申請年度,項次,業者名稱,電廠名稱,施工取得日期,土地面積,裝置容量,縣市,鄉鎮區,地段,地號
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1123
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1123
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1177
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1178
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1185
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1186
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1200
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1202
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1214
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1239
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1240
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1241
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1246
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1247
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1248
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1248
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,1276
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2007
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2139
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2152
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2153
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2171
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2172
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2185
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2230
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2232
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2267
110,1,昱昶能源有限公司籌備處,昱昶能源第一期太陽光電發電廠(第一階段),110/03/30,"104,429.990","14,320.800",雲林縣,台西鄉,尚德段,2273
110,2,得禾能源股,岡山融嘉泰,110/02/26,"3,130.500",399.280,高雄市,岡山區,大華段,242
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,8
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,17
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,18
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,19
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,51
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,52
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,53
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,84
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,85
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,85-1
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,86
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,318
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,319
110,3,得禾能源股份有限公司,"南港輪胎TW190982 太陽光電發電業(一期)(屋頂型)",110/07/16,"153,655.210","3,247.380",新竹縣,新豐鄉,忠信段,324
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,88
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,88-1
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,89
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,92
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,93
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三股子段,94-1
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,94-2
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,100
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,100-1
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,101
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,101-2
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,151
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,153
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,154
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,155
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,156
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,157
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,158
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,159
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,160
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,161
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,162
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,163
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,164
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,165
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,167
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,168
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,169
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,170
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,171
110,4,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(A 區)",110/04/09,902.631,"70,322.900",台南市,七股區,三和段,172
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,88
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,88-1
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,89
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,92
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,93
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,94-1
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,94-2
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,100-1
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,101
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三股子段,101-2
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,151
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,152
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,153
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,154
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,155
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,156
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,157
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,158
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,159
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,160
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,162
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,163
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,164
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,165
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,166
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,167
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,168
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,169
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,170
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,171
110,5,志光能源股份有限公司,"臺南市七股區三股子段及三和段太陽光電發電系統工程(B 區)",110/04/09,"132,615.000","7,490.900",台南市,七股區,三和段,172
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,88
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,88-1
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,92
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,93
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,94-1
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,94-2
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,100
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,100-1
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,101
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三股子段,101-2
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,151
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,152
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,153
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,154
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,155
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,157
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,158
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,159
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,160
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,161
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,162
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,163
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,164
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,165
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,166
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,167
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,168
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,169
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,171
110,6,志光能源股份有限公司,臺南市七股區三股子段及三,110/04/09,"105,540.840","7,988.640",台南市,七股區,三和段,172
110,7,辰宇能源股份有限公司,"台東縣台東市大豐段 542 地號設置太陽能發電設備標租案",110/06/03,"57,159.240","5,000.000",台東縣,台東市,大豐段,542
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,24
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,61-1
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,53
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,35
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,152
110,8,裕隆汽車製造股份有限公司,裕隆汽車三義廠第四期(屋頂型+地面),110/03/24,"270,264.900","2,400.125",苗栗縣,三義鄉,伯公坑段,52
110,9,得禾一能源股份有限公司,一德金屬TW190995(屋頂型),110/04/13,"2,408.610",159.120,台南市,永康區,王行段,56
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,588-2
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,593
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,595-3
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,600
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,601
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,601-1
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,602-2
110,10,同陽能源股份有限公司,台北大眾捷運公司-土城機廠(屋頂型),110/03/25,"201,606.470","4,999.830",新北市,板橋區,福安段,603-3
